_id,email,fullName,userCode
6a71f25b56c0266186cf5b26,hai.da8@student.edu.vn,Đỗ Thành Hải,SV2025A008
6a71f25b56c0266186cf5b29,mai.ha9@student.edu.vn,Hồ Thị Mai,SV2025A009
6a71f25b56c0266186cf5b2c,an.na10@student.edu.vn,Ngô Văn An,SV2025A010
6a71f25b56c0266186cf5b2f,dung.da11@student.edu.vn,Dương Đức Dũng,SV2025A011
6a71f25b56c0266186cf5b32,huong.la12@student.edu.vn,Lý Quốc Hương,SV2025A012
6a71f25b56c0266186cf5b35,minh.na13@student.edu.vn,Nguyễn Thành Minh,SV2025A013
6a71f25b56c0266186cf5b38,phong.ta14@student.edu.vn,Trần Thị Phong,SV2025A014
6a71f25b56c0266186cf5b3b,trang.la15@student.edu.vn,Lê Văn Trang,SV2025A015
6a71f25b56c0266186cf5b3e,xuyen.pa16@student.edu.vn,Phạm Đức Xuyên,SV2025A016
6a71f25b56c0266186cf5b41,bao.ha17@student.edu.vn,Hoàng Quốc Bảo,SV2025A017
6a71f25c56c0266186cf5b44,hai.va18@student.edu.vn,Vũ Thành Hải,SV2025A018
6a71f25c56c0266186cf5b47,mai.da19@student.edu.vn,Đặng Thị Mai,SV2025A019
6a71f25c56c0266186cf5b4a,an.ba20@student.edu.vn,Bùi Văn An,SV2025A020
6a71f25c56c0266186cf5b4d,dung.da21@student.edu.vn,Đỗ Đức Dũng,SV2025A021
6a71f25c56c0266186cf5b50,huong.ha22@student.edu.vn,Hồ Quốc Hương,SV2025A022
6a71f25c56c0266186cf5b53,minh.na23@student.edu.vn,Ngô Thành Minh,SV2025A023
6a71f25c56c0266186cf5b56,phong.da24@student.edu.vn,Dương Thị Phong,SV2025A024
6a71f25c56c0266186cf5b59,trang.la25@student.edu.vn,Lý Văn Trang,SV2025A025
6a71f25c56c0266186cf5b5c,dat.nb1@student.edu.vn,Nguyễn Quang Đạt,SV2025B001
6a71f25c56c0266186cf5b5f,long.tb2@student.edu.vn,Trần Bảo Long,SV2025B002
6a71f25c56c0266186cf5b62,phuc.lb3@student.edu.vn,Lê Thị Phúc,SV2025B003
6a71f25c56c0266186cf5b65,cuong.pb4@student.edu.vn,Phạm Minh Cường,SV2025B004
6a71f25c56c0266186cf5b68,giang.hb5@student.edu.vn,Hoàng Hoàng Giang,SV2025B005
6a71f25c56c0266186cf5b6b,linh.vb6@student.edu.vn,Vũ Quang Linh,SV2025B006
6a71f25c56c0266186cf5b6e,oanh.db7@student.edu.vn,Đặng Bảo Oanh,SV2025B007
6a71f25c56c0266186cf5b71,son.bb8@student.edu.vn,Bùi Thị Sơn,SV2025B008
6a71f25c56c0266186cf5b74,vinh.db9@student.edu.vn,Đỗ Minh Vinh,SV2025B009
6a71f25c56c0266186cf5b77,anh.hb10@student.edu.vn,Hồ Hoàng Anh,SV2025B010
6a71f25c56c0266186cf5b7a,dat.nb11@student.edu.vn,Ngô Quang Đạt,SV2025B011
6a71f25d56c0266186cf5b7d,long.db12@student.edu.vn,Dương Bảo Long,SV2025B012
6a71f25d56c0266186cf5b80,phuc.lb13@student.edu.vn,Lý Thị Phúc,SV2025B013
6a71f25d56c0266186cf5b83,cuong.nb14@student.edu.vn,Nguyễn Minh Cường,SV2025B014
6a71f25d56c0266186cf5b86,giang.tb15@student.edu.vn,Trần Hoàng Giang,SV2025B015
6a71f25d56c0266186cf5b89,linh.lb16@student.edu.vn,Lê Quang Linh,SV2025B016
6a71f25d56c0266186cf5b8c,oanh.pb17@student.edu.vn,Phạm Bảo Oanh,SV2025B017
6a71f25d56c0266186cf5b8f,son.hb18@student.edu.vn,Hoàng Thị Sơn,SV2025B018
6a71f25d56c0266186cf5b92,vinh.vb19@student.edu.vn,Vũ Minh Vinh,SV2025B019
6a71f25d56c0266186cf5b95,anh.db20@student.edu.vn,Đặng Hoàng Anh,SV2025B020
6a71f25d56c0266186cf5b98,dat.bb21@student.edu.vn,Bùi Quang Đạt,SV2025B021
6a71f25d56c0266186cf5b9b,long.db22@student.edu.vn,Đỗ Bảo Long,SV2025B022
6a71f25d56c0266186cf5b9e,phuc.hb23@student.edu.vn,Hồ Thị Phúc,SV2025B023
6a71f25d56c0266186cf5ba1,cuong.nb24@student.edu.vn,Ngô Minh Cường,SV2025B024
6a71f25d56c0266186cf5ba4,giang.db25@student.edu.vn,Dương Hoàng Giang,SV2025B025
6a71f25d56c0266186cf5ba7,quynh.lc1@student.edu.vn,Lý Đức Quỳnh,SV2024C001
6a71f25d56c0266186cf5baa,uyen.nc2@student.edu.vn,Nguyễn Quốc Uyên,SV2024C002
6a71f25d56c0266186cf5bad,yen.tc3@student.edu.vn,Trần Thành Yến,SV2024C003
6a71f25d56c0266186cf5bb0,chi.lc4@student.edu.vn,Lê Thị Chi,SV2024C004
6a71f25d56c0266186cf5bb3,khanh.pc5@student.edu.vn,Phạm Văn Khánh,SV2024C005
6a71f25d56c0266186cf5bb6,ngoc.hc6@student.edu.vn,Hoàng Đức Ngọc,SV2024C006
6a71f25e56c0266186cf5bb9,binh.vc7@student.edu.vn,Vũ Quốc Bình,SV2024C007
6a71f25e56c0266186cf5bbc,ha.dc8@student.edu.vn,Đặng Thành Hà,SV2024C008
6a71f25e56c0266186cf5bbf,khai.bc9@student.edu.vn,Bùi Thị Khải,SV2024C009
6a71f25e56c0266186cf5bc2,nam.dc10@student.edu.vn,Đỗ Văn Nam,SV2024C010
6a71f25e56c0266186cf5bc5,quynh.hc11@student.edu.vn,Hồ Đức Quỳnh,SV2024C011
6a71f25e56c0266186cf5bc8,uyen.nc12@student.edu.vn,Ngô Quốc Uyên,SV2024C012
6a71f25e56c0266186cf5bcb,yen.dc13@student.edu.vn,Dương Thành Yến,SV2024C013
6a71f25e56c0266186cf5bce,chi.lc14@student.edu.vn,Lý Thị Chi,SV2024C014
6a71f25e56c0266186cf5bd1,khanh.nc15@student.edu.vn,Nguyễn Văn Khánh,SV2024C015
6a71f25e56c0266186cf5bd4,ngoc.tc16@student.edu.vn,Trần Đức Ngọc,SV2024C016
6a71f25e56c0266186cf5bd7,binh.lc17@student.edu.vn,Lê Quốc Bình,SV2024C017
6a71f25e56c0266186cf5bda,ha.pc18@student.edu.vn,Phạm Thành Hà,SV2024C018
6a71f25e56c0266186cf5bdd,khai.hc19@student.edu.vn,Hoàng Thị Khải,SV2024C019
6a71f25e56c0266186cf5be0,nam.vc20@student.edu.vn,Vũ Văn Nam,SV2024C020
6a71f25e56c0266186cf5be3,quynh.dc21@student.edu.vn,Đặng Đức Quỳnh,SV2024C021
6a71f25e56c0266186cf5be6,uyen.bc22@student.edu.vn,Bùi Quốc Uyên,SV2024C022
6a71f25e56c0266186cf5be9,yen.dc23@student.edu.vn,Đỗ Thành Yến,SV2024C023
6a71f25e56c0266186cf5bec,chi.hc24@student.edu.vn,Hồ Thị Chi,SV2024C024
6a71f25e56c0266186cf5bef,khanh.nc25@student.edu.vn,Ngô Văn Khánh,SV2024C025
6a71f25e56c0266186cf5bf2,dung.dd1@student.edu.vn,Dương Quang Dũng,SV2024D001
6a71f25f56c0266186cf5bf5,huong.ld2@student.edu.vn,Lý Bảo Hương,SV2024D002
6a71f25f56c0266186cf5bf8,minh.nd3@student.edu.vn,Nguyễn Thị Minh,SV2024D003
6a71f25f56c0266186cf5bfb,phong.td4@student.edu.vn,Trần Minh Phong,SV2024D004
6a71f25f56c0266186cf5bfe,trang.ld5@student.edu.vn,Lê Hoàng Trang,SV2024D005
6a71f25f56c0266186cf5c01,xuyen.pd6@student.edu.vn,Phạm Quang Xuyên,SV2024D006
6a71f25f56c0266186cf5c04,bao.hd7@student.edu.vn,Hoàng Bảo Bảo,SV2024D007
6a71f25f56c0266186cf5c07,hai.vd8@student.edu.vn,Vũ Thị Hải,SV2024D008
6a71f25f56c0266186cf5c0a,mai.dd9@student.edu.vn,Đặng Minh Mai,SV2024D009
6a71f25f56c0266186cf5c0d,an.bd10@student.edu.vn,Bùi Hoàng An,SV2024D010
6a71f25f56c0266186cf5c10,dung.dd11@student.edu.vn,Đỗ Quang Dũng,SV2024D011
6a71f25f56c0266186cf5c13,huong.hd12@student.edu.vn,Hồ Bảo Hương,SV2024D012
6a71f25f56c0266186cf5c16,minh.nd13@student.edu.vn,Ngô Thị Minh,SV2024D013
6a71f25f56c0266186cf5c19,phong.dd14@student.edu.vn,Dương Minh Phong,SV2024D014
6a71f25f56c0266186cf5c1c,trang.ld15@student.edu.vn,Lý Hoàng Trang,SV2024D015
6a71f25f56c0266186cf5c1f,xuyen.nd16@student.edu.vn,Nguyễn Quang Xuyên,SV2024D016
6a71f25f56c0266186cf5c22,bao.td17@student.edu.vn,Trần Bảo Bảo,SV2024D017
6a71f25f56c0266186cf5c25,hai.ld18@student.edu.vn,Lê Thị Hải,SV2024D018
6a71f25f56c0266186cf5c28,mai.pd19@student.edu.vn,Phạm Minh Mai,SV2024D019
6a71f25f56c0266186cf5c2b,an.hd20@student.edu.vn,Hoàng Hoàng An,SV2024D020
6a71f25f56c0266186cf5c2e,dung.vd21@student.edu.vn,Vũ Quang Dũng,SV2024D021
6a71f26056c0266186cf5c31,huong.dd22@student.edu.vn,Đặng Bảo Hương,SV2024D022
6a71f26056c0266186cf5c34,minh.bd23@student.edu.vn,Bùi Thị Minh,SV2024D023
6a71f26056c0266186cf5c37,phong.dd24@student.edu.vn,Đỗ Minh Phong,SV2024D024
6a71f26056c0266186cf5c3a,trang.hd25@student.edu.vn,Hồ Hoàng Trang,SV2024D025
6a71f26056c0266186cf5c3d,dat.ne1@student.edu.vn,Ngô Đức Đạt,SV2023E001
6a71f26056c0266186cf5c40,long.de2@student.edu.vn,Dương Quốc Long,SV2023E002
6a71f26056c0266186cf5c43,phuc.le3@student.edu.vn,Lý Thành Phúc,SV2023E003
6a71f26056c0266186cf5c46,cuong.ne4@student.edu.vn,Nguyễn Thị Cường,SV2023E004
6a71f26056c0266186cf5c49,giang.te5@student.edu.vn,Trần Văn Giang,SV2023E005
6a71f26056c0266186cf5c4c,linh.le6@student.edu.vn,Lê Đức Linh,SV2023E006
6a71f26056c0266186cf5c4f,oanh.pe7@student.edu.vn,Phạm Quốc Oanh,SV2023E007
6a71f26056c0266186cf5c52,son.he8@student.edu.vn,Hoàng Thành Sơn,SV2023E008
6a71f26056c0266186cf5c55,vinh.ve9@student.edu.vn,Vũ Thị Vinh,SV2023E009
6a71f26056c0266186cf5c58,anh.de10@student.edu.vn,Đặng Văn Anh,SV2023E010
6a71f26056c0266186cf5c5b,dat.be11@student.edu.vn,Bùi Đức Đạt,SV2023E011
6a71f26056c0266186cf5c5e,long.de12@student.edu.vn,Đỗ Quốc Long,SV2023E012
6a71f26056c0266186cf5c61,phuc.he13@student.edu.vn,Hồ Thành Phúc,SV2023E013
6a71f26056c0266186cf5c64,cuong.ne14@student.edu.vn,Ngô Thị Cường,SV2023E014
6a71f26056c0266186cf5c67,giang.de15@student.edu.vn,Dương Văn Giang,SV2023E015
6a71f26156c0266186cf5c6a,linh.le16@student.edu.vn,Lý Đức Linh,SV2023E016
6a71f26156c0266186cf5c6d,oanh.ne17@student.edu.vn,Nguyễn Quốc Oanh,SV2023E017
6a71f26156c0266186cf5c70,son.te18@student.edu.vn,Trần Thành Sơn,SV2023E018
6a71f26156c0266186cf5c73,vinh.le19@student.edu.vn,Lê Thị Vinh,SV2023E019
6a71f26156c0266186cf5c76,anh.pe20@student.edu.vn,Phạm Văn Anh,SV2023E020
6a71f26156c0266186cf5c79,dat.he21@student.edu.vn,Hoàng Đức Đạt,SV2023E021
6a71f26156c0266186cf5c7c,long.ve22@student.edu.vn,Vũ Quốc Long,SV2023E022
6a71f26156c0266186cf5c7f,phuc.de23@student.edu.vn,Đặng Thành Phúc,SV2023E023
6a71f26156c0266186cf5c82,cuong.be24@student.edu.vn,Bùi Thị Cường,SV2023E024
6a71f26156c0266186cf5c85,giang.de25@student.edu.vn,Đỗ Văn Giang,SV2023E025
6a71f26156c0266186cf5c88,quynh.hf1@student.edu.vn,Hồ Quang Quỳnh,SV2023F001
6a71f26156c0266186cf5c8b,uyen.nf2@student.edu.vn,Ngô Bảo Uyên,SV2023F002
6a71f26156c0266186cf5c8e,yen.df3@student.edu.vn,Dương Thị Yến,SV2023F003
6a71f26156c0266186cf5c91,chi.lf4@student.edu.vn,Lý Minh Chi,SV2023F004
6a71f26156c0266186cf5c94,khanh.nf5@student.edu.vn,Nguyễn Hoàng Khánh,SV2023F005
6a71f26156c0266186cf5c97,ngoc.tf6@student.edu.vn,Trần Quang Ngọc,SV2023F006
6a71f26156c0266186cf5c9a,binh.lf7@student.edu.vn,Lê Bảo Bình,SV2023F007
6a71f26156c0266186cf5c9d,ha.pf8@student.edu.vn,Phạm Thị Hà,SV2023F008
6a71f26156c0266186cf5ca0,khai.hf9@student.edu.vn,Hoàng Minh Khải,SV2023F009
6a71f26156c0266186cf5ca3,nam.vf10@student.edu.vn,Vũ Hoàng Nam,SV2023F010
6a71f26256c0266186cf5ca6,quynh.df11@student.edu.vn,Đặng Quang Quỳnh,SV2023F011
6a71f26256c0266186cf5ca9,uyen.bf12@student.edu.vn,Bùi Bảo Uyên,SV2023F012
6a71f26256c0266186cf5cac,yen.df13@student.edu.vn,Đỗ Thị Yến,SV2023F013
6a71f26256c0266186cf5caf,chi.hf14@student.edu.vn,Hồ Minh Chi,SV2023F014
6a71f26256c0266186cf5cb2,khanh.nf15@student.edu.vn,Ngô Hoàng Khánh,SV2023F015
6a71f26256c0266186cf5cb5,ngoc.df16@student.edu.vn,Dương Quang Ngọc,SV2023F016
6a71f26256c0266186cf5cb8,binh.lf17@student.edu.vn,Lý Bảo Bình,SV2023F017
6a71f26256c0266186cf5cbb,ha.nf18@student.edu.vn,Nguyễn Thị Hà,SV2023F018
6a71f26256c0266186cf5cbe,khai.tf19@student.edu.vn,Trần Minh Khải,SV2023F019
6a71f26256c0266186cf5cc1,nam.lf20@student.edu.vn,Lê Hoàng Nam,SV2023F020
6a71f26256c0266186cf5cc4,quynh.pf21@student.edu.vn,Phạm Quang Quỳnh,SV2023F021
6a71f26256c0266186cf5cc7,uyen.hf22@student.edu.vn,Hoàng Bảo Uyên,SV2023F022
6a71f26256c0266186cf5cca,yen.vf23@student.edu.vn,Vũ Thị Yến,SV2023F023
6a71f26256c0266186cf5ccd,chi.df24@student.edu.vn,Đặng Minh Chi,SV2023F024
6a71f26256c0266186cf5cd0,khanh.bf25@student.edu.vn,Bùi Hoàng Khánh,SV2023F025
